10-12-2022 12:12:40.127,2547,
10-12-2022 12:12:40.127,2488,
10-12-2022 12:12:40.127,2424,
10-12-2022 12:12:40.127,2359,
10-12-2022 12:12:40.127,2292,
10-12-2022 12:12:40.127,2223,
10-12-2022 12:12:40.127,2158,
10-12-2022 12:12:40.127,2099,
10-12-2022 12:12:40.127,2050,
10-12-2022 12:12:40.127,2013,
10-12-2022 12:12:40.127,1989,
10-12-2022 12:12:40.127,1977,
10-12-2022 12:12:40.127,1977,
10-12-2022 12:12:40.127,1987,
10-12-2022 12:12:40.127,2005,
10-12-2022 12:12:40.127,2027,
10-12-2022 12:12:40.127,2049,
10-12-2022 12:12:40.127,2069,
10-12-2022 12:12:40.127,2084,
10-12-2022 12:12:40.127,2091,
10-12-2022 12:12:40.127,2091,
10-12-2022 12:12:40.127,2084,
10-12-2022 12:12:40.127,2070,
10-12-2022 12:12:40.127,2051,
10-12-2022 12:12:40.127,2029,
10-12-2022 12:12:40.127,2003,
10-12-2022 12:12:40.127,1975,
10-12-2022 12:12:40.127,1946,
10-12-2022 12:12:40.127,1915,
10-12-2022 12:12:40.127,1885,
10-12-2022 12:12:40.127,1854,
10-12-2022 12:12:40.127,1823,
10-12-2022 12:12:40.143,1795,
10-12-2022 12:12:40.143,1769,
10-12-2022 12:12:40.143,1745,
10-12-2022 12:12:40.143,1722,
10-12-2022 12:12:40.143,1701,
10-12-2022 12:12:40.143,1683,
10-12-2022 12:12:40.143,1666,
10-12-2022 12:12:40.143,1650,
10-12-2022 12:12:40.143,1636,
10-12-2022 12:12:40.143,1624,
10-12-2022 12:12:40.143,1615,
10-12-2022 12:12:40.143,1608,
10-12-2022 12:12:40.143,1601,
10-12-2022 12:12:40.143,1596,
10-12-2022 12:12:40.143,1591,
10-12-2022 12:12:40.143,1589,
10-12-2022 12:12:40.143,1590,
10-12-2022 12:12:40.143,1592,
10-12-2022 12:12:40.143,1594,
10-12-2022 12:12:40.143,1597,
10-12-2022 12:12:40.143,1604,
10-12-2022 12:12:40.143,1612,
10-12-2022 12:12:40.143,1620,
10-12-2022 12:12:40.143,1628,
10-12-2022 12:12:40.143,1635,
10-12-2022 12:12:40.143,1641,
10-12-2022 12:12:40.143,1647,
10-12-2022 12:12:40.143,1651,
10-12-2022 12:12:40.143,1652,
10-12-2022 12:12:40.143,1651,
